"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10"
"1" 0.80017057666555 0.469541441649199 0.0139979438390583 0.257160425418988 0.155621141660959 0.936824195552617 0.601983023108914 0.204682022798806 0.268309196457267 0.613432897720486
"2" 0.196031640982255 0.721239304635674 0.171962445834652 0.63742201612331 0.10103008360602 0.68004674743861 0.935453606536612 0.613610442960635 0.602218202315271 0.873465231386945
"3" 0.354847047012299 0.0702094479929656 0.682035136502236 0.244880707236007 0.174421758390963 0.622134818928316 0.634658643510193 0.126083397073671 0.637213898124173 0.335590792354196
"4" 0.93839793629013 0.669393922900781 0.433280752971768 0.18937333021313 0.621892523718998 0.101538771763444 0.780847529880702 0.610597151797265 0.306435334961861 0.664521164027974
"5" 0.842278260039166 0.483479117974639 0.521784521872178 0.573984775925055 0.00563305662944913 0.160739865386859 0.446135182632133 0.432012988487259 0.550263592042029 0.76065283594653
"6" 0.632691939361393 0.98855105903931 0.701904353452846 0.59087194991298 0.886932963505387 0.144272133708 0.932470170781016 0.0106672844849527 0.0601195667404681 0.799725941149518
"7" 0.986896698130295 0.338612073101103 0.700552877038717 0.890465338015929 0.338688066694885 0.0317346763331443 0.316413095453754 0.958424823824316 0.0959003991447389 0.616066661896184
"8" 0.185923758428544 0.614300900837407 0.323099024128169 0.439894473645836 0.082347184419632 0.604999679839239 0.96999135101214 0.0392761193215847 0.973840834340081 0.983113479334861
"9" 0.303472884465009 0.275089375674725 0.961752890609205 0.643925107549876 0.161072696791962 0.0628993676509708 0.789328436367214 0.264170167734846 0.894556001760066 0.546690530376509
"10" 0.724335057428107 0.944404892623425 0.482310032704845 0.215442481217906 0.151865136343986 0.697289821924642 0.643819040153176 0.74709397717379 0.995838217437267 0.431084119481966
"11" 0.140297981211916 0.510463336715475 0.709977633552626 0.7882218984887 0.0473363888449967 0.498551849275827 0.859074440319091 0.414711771067232 0.831821027910337 0.247264419449493
"12" 0.512079675216228 0.910946142394096 0.0146881125401706 0.291207539150491 0.766511220019311 0.941213868325576 0.203208607854322 0.694725745357573 0.515246001072228 0.34273360716179
"13" 0.193286939291283 0.878887028666213 0.442608869867399 0.988607701379806 0.401932326378301 0.476465603802353 0.981014703400433 0.160050296690315 0.706862331368029 0.228614043211564
"14" 0.688092208700255 0.654008708661422 0.785223392071202 0.247743215411901 0.0458663844037801 0.120922297006473 0.360483741154894 0.931883539771661 0.19880733708851 0.150206721853465
"15" 0.991344925481826 0.191007508663461 0.445826690876856 0.185420666821301 0.324430956505239 0.499763989588246 0.0809736531227827 0.942265050951391 0.154666347429156 0.862935584038496
