"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10"
"1" 0.426232479745522 0.308550281682983 0.60533606633544 0.68840855685994 0.0397764598019421 0.305438459618017 0.139289025915787 0.403193469159305 0.0396798090077937 0.600996482651681
"2" 0.363614142173901 0.925500513752922 0.385428736219183 0.888074749615043 0.365887105232105 0.292821525596082 0.965420017018914 0.434878550237045 0.0362423872575164 0.0491022691130638
"3" 0.81420735293068 0.858195747481659 0.193656256888062 0.0998047611210495 0.199203225551173 0.472646173555404 0.0525490294676274 0.470164270140231 0.500657489988953 0.0493652459699661
"4" 0.465689613251016 0.1989514331799 0.236130586592481 0.324912170646712 0.685093698557466 0.572287174407393 0.494704138021916 0.143493299139664 0.920150165446103 0.806914925808087
"5" 0.328274899628013 0.116317072883248 0.0255643266718835 0.0303818536922336 0.0688008384313434 0.172171882120892 0.800844831625 0.949752416694537 0.796091625699773 0.880894434405491
"6" 0.682549614459276 0.99482053052634 0.837783125694841 0.622962651774287 0.528235748875886 0.338790731038898 0.0515080385375768 0.433604946825653 0.584258374525234 0.454338329378515
"7" 0.173063604393974 0.610776978777722 0.360524903284386 0.465015794150531 0.829465277493 0.810993780149147 0.958033456699923 0.710677541792393 0.192171204835176 0.653245934750885
"8" 0.547842567553744 0.209619281580672 0.849174421979114 0.651218587299809 0.903071518987417 0.834516070783138 0.309884896036237 0.544661063700914 0.793761231703684 0.401575260562822
"9" 0.944406703580171 0.459111101692542 0.290885214228183 0.788845025934279 0.750926051521674 0.0798931692261249 0.59705043467693 0.102598706493154 0.910664057824761 0.09798494563438
"10" 0.517086471430957 0.693310814211145 0.267134575871751 0.394517877604812 0.567175201373175 0.577547726919875 0.338463542284444 0.261267612222582 0.639924671268091 0.135703139007092
"11" 0.963847524253651 0.298192288028076 0.521634735632688 0.563532783882692 0.574134402209893 0.924947748426348 0.820203336887062 0.793920113239437 0.12582046748139 0.199913071701303
"12" 0.615589001681656 0.278334112139419 0.299673878820613 0.205265565775335 0.285739968065172 0.183063543634489 0.778341953875497 0.0497430230025202 0.410499862860888 0.598050671163946
"13" 0.0289907229598612 0.520640371134505 0.469452196964994 0.468174058943987 0.343269373290241 0.401065448997542 0.41606928454712 0.0114350407384336 0.308980709640309 0.0246022308710963
"14" 0.238348040031269 0.564824615838006 0.843466066522524 0.767826092429459 0.54336313996464 0.128491978859529 0.149808231508359 0.71810969687067 0.76379624241963 0.498007088666782
"15" 0.503728494979441 0.0939773824065924 0.226933445315808 0.124147044029087 0.139471346512437 0.305975146591663 0.495416633086279 0.177298777503893 0.116502040065825 0.575785083696246
