"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10"
"1" 0.48586010793224 0.323531397851184 0.914734804304317 0.784167869249359 0.548979397164658 0.597113265888765 0.47730810358189 0.419367956463248 0.278345499653369 0.431505920831114
"2" 0.360028999159113 0.0391352218575776 0.403642521006986 0.10791328898631 0.970230408711359 0.690614254679531 0.463781857863069 0.202484704554081 0.831251631723717 0.906237537274137
"3" 0.326396269025281 0.442135687218979 0.0571871309075505 0.520870136097074 0.621334541821852 0.815183731494471 0.479721144773066 0.0554318837821484 0.373856696533039 0.123710217652842
"4" 0.32646266114898 0.903208672301844 0.196796846808866 0.874651111196727 0.298696620389819 0.708440277725458 0.889161436352879 0.0423056173603982 0.662627527257428 0.356403852580115
"5" 0.258058405481279 0.380459518870339 0.143246037419885 0.322620820021257 0.2393896530848 0.0551633043214679 0.520116354338825 0.712122048251331 0.599033224862069 0.315235736547038
"6" 0.980625908821821 0.516283605014905 0.485398049699143 0.642320237355307 0.590374484658241 0.133168187690899 0.350063860882074 0.507635699817911 0.716097795870155 0.332320915302262
"7" 0.789998929481953 0.878096532076597 0.511768928030506 0.394718235591426 0.609027971280739 0.378179774386808 0.117055901093408 0.538382408209145 0.960553006036207 0.451068723108619
"8" 0.638053696369752 0.937900521559641 0.73415742139332 0.391285037389025 0.88366249599494 0.699331086827442 0.623185084667057 0.291926112258807 0.949030225165188 0.0278089777566493
"9" 0.122639307985082 0.400545477634296 0.769664788153023 0.909874892560765 0.595977441640571 0.393820501863956 0.208804053952917 0.73220299766399 0.514184296363965 0.398942920612171
"10" 0.786125102546066 0.711416821694002 0.166653501568362 0.807427926221862 0.463355586864054 0.632836782606319 0.316473292186856 0.457026113756001 0.866268749115989 0.40509387338534
