"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10"
"1" 0.522453506942838 0.882099823560566 0.967757338192314 0.466229900950566 0.130536926211789 0.685107754543424 0.876561192329973 0.238803582033142 0.639552613953128 0.830146635882556
"2" 0.095533003564924 0.0117835139390081 0.56632352527231 0.431364327203482 0.86235681688413 0.720014768652618 0.619491474935785 0.243830396095291 0.101163970772177 0.0466646226122975
"3" 0.131248866207898 0.788517914013937 0.938337297178805 0.454820669954643 0.385557489003986 0.60132474382408 0.551310708513483 0.212228420423344 0.833913773763925 0.72547586937435
"4" 0.90629005827941 0.764824251411483 0.00588564411737025 0.502699128584936 0.466472601052374 0.842132561840117 0.147274837829173 0.368873834842816 0.884484617505223 0.233956338604912
"5" 0.197396344970912 0.724388716276735 0.599866743665189 0.842086406424642 0.704527254914865 0.2620228624437 0.989352933131158 0.0963724316097796 0.360327459638938 0.667327504139394
"6" 0.818159886403009 0.276538291713223 0.0623200214467943 0.187534389551729 0.246011856012046 0.00167737947776914 0.244034688221291 0.601177170407027 0.209853175561875 0.385171114234254
"7" 0.493724104482681 0.987526759505272 0.694221782498062 0.3037689414341 0.949339532293379 0.788910968229175 0.0386647311970592 0.848929814528674 0.487814059015363 0.0409153299406171
"8" 0.780828442191705 0.493626213865355 0.99997015343979 0.240754074882716 0.46354146883823 0.230293545173481 0.679753821808845 0.485409076092765 0.675573345739394 0.273880008375272
"9" 0.400775767164305 0.908536774339154 0.403642274439335 0.117154594510794 0.597960919840261 0.18179969699122 0.340741894440725 0.215589537518099 0.120026153279468 0.107576612615958
"10" 0.727125751553103 0.687155801337212 0.0317905435804278 0.325740636559203 0.303530740784481 0.512192372465506 0.765223488444462 0.299958094488829 0.573940403293818 0.586372592719272
"11" 0.615638931747526 0.855053949169815 0.0746448147110641 0.958620043238625 0.674658258911222 0.785128751769662 0.757705782540143 0.700516011100262 0.231696757953614 0.12336899433285
"12" 0.38786285254173 0.0766466581262648 0.468504634220153 0.163423412712291 0.255035359645262 0.380132098915055 0.487886742223054 0.283547233790159 0.723991073900834 0.244329184060916
"13" 0.17373958718963 0.771786730736494 0.852693595690653 0.794575638603419 0.51464771409519 0.41836836701259 0.509495988488197 0.866340055596083 0.260791136417538 0.378600399242714
"14" 0.83520516869612 0.479032396804541 0.141063091810793 0.563426832901314 0.851933356374502 0.0155866050627083 0.386632818728685 0.321119955508038 0.848410748643801 0.128753829281777
"15" 0.22811444173567 0.821261219447479 0.741111997282133 0.897229123860598 0.160775538533926 0.840924844145775 0.810332717373967 0.963566037360579 0.569432905642316 0.259884413564578
